id, year, conflict_name, country, date_start, best 
163275, 2004, Indonesia:Aceh, Indonesia, 2004-12-08T00:00:00, 7 
163276, 2004, Indonesia:Aceh, Indonesia, 2004-12-11T00:00:00, 2 
163277, 2004, Indonesia:Aceh, Indonesia, 2004-12-11T00:00:00, 3 
163278, 2004, Indonesia:Aceh, Indonesia, 2004-12-11T00:00:00, 1 
163280, 2004, Indonesia:Aceh, Indonesia, 2004-12-14T00:00:00, 1 
163427, 2004, Indonesia:Aceh, Indonesia, 2004-05-21T00:00:00, 1 
163282, 2004, Indonesia:Aceh, Indonesia, 2004-12-14T00:00:00, 1 
163283, 2004, Indonesia:Aceh, Indonesia, 2004-12-15T00:00:00, 4 
163284, 2004, Indonesia:Aceh, Indonesia, 2004-12-15T00:00:00, 1 
163285, 2004, Indonesia:Aceh, Indonesia, 2004-12-16T00:00:00, 4 
163286, 2004, Indonesia:Aceh, Indonesia, 2004-12-16T00:00:00, 1 
163287, 2004, Indonesia:Aceh, Indonesia, 2004-12-17T00:00:00, 6 
163360, 2004, Indonesia:Aceh, Indonesia, 2004-07-17T00:00:00, 1 
163288, 2004, Indonesia:Aceh, Indonesia, 2004-12-17T00:00:00, 3 
163376, 2004, Christians (Indonesia) - Muslims (Indonesia), Indonesia, 2004-05-25T00:00:00, 1 
163289, 2004, Indonesia:Aceh, Indonesia, 2004-12-22T00:00:00, 2 
163290, 2004, Indonesia:Aceh, Indonesia, 2004-12-24T00:00:00, 18 
163361, 2004, Indonesia:Aceh, Indonesia, 2004-08-16T00:00:00, 3 
163362, 2004, Indonesia:Aceh, Indonesia, 2004-09-15T00:00:00, 4 
163379, 2004, Indonesia:Aceh, Indonesia, 2004-07-16T00:00:00, 2 
163363, 2004, Indonesia:Aceh, Indonesia, 2004-10-31T00:00:00, 11 
163382, 2004, Indonesia:Aceh, Indonesia, 2004-05-02T00:00:00, 2 
163380, 2004, Indonesia:Aceh, Indonesia, 2004-07-21T00:00:00, 13 
163381, 2004, Indonesia:Aceh, Indonesia, 2004-07-20T00:00:00, 3 
163441, 2004, Indonesia:Aceh, Indonesia, 2004-08-21T00:00:00, 2 
163355, 2004, Indonesia:Aceh, Indonesia, 2004-01-04T00:00:00, 1 
163365, 2004, Christians (Indonesia) - Muslims (Indonesia), Indonesia, 2004-05-19T00:00:00, 0 
163395, 2004, Indonesia:Aceh, Indonesia, 2004-01-26T00:00:00, 2 
163396, 2004, Indonesia:Aceh, Indonesia, 2004-07-31T00:00:00, 1 
163368, 2004, Indonesia:Aceh, Indonesia, 2004-01-16T00:00:00, 2 
163369, 2004, Indonesia:Aceh, Indonesia, 2004-01-22T00:00:00, 2 
163384, 2004, Indonesia:Aceh, Indonesia, 2004-05-10T00:00:00, 3 
163385, 2004, Indonesia:Aceh, Indonesia, 2004-05-19T00:00:00, 3 
163386, 2004, Indonesia:Aceh, Indonesia, 2004-08-16T00:00:00, 2 
163370, 2004, Indonesia:Aceh, Indonesia, 2004-01-17T00:00:00, 4 
163371, 2004, Indonesia:Aceh, Indonesia, 2004-01-17T00:00:00, 5 
163411, 2004, Indonesia:Aceh, Indonesia, 2004-02-29T00:00:00, 1 
163413, 2004, Indonesia:Aceh, Indonesia, 2004-08-28T00:00:00, 1 
163414, 2004, Indonesia:Aceh, Indonesia, 2004-08-31T00:00:00, 2 
163420, 2004, Indonesia:Aceh, Indonesia, 2004-01-10T00:00:00, 6 
163421, 2004, Indonesia:Aceh, Indonesia, 2004-01-09T00:00:00, 6 
163422, 2004, Indonesia:Aceh, Indonesia, 2004-01-08T00:00:00, 1 
163423, 2004, Indonesia:Aceh, Indonesia, 2004-01-12T00:00:00, 1 
163424, 2004, Indonesia:Aceh, Indonesia, 2004-01-26T00:00:00, 3 
163425, 2004, Indonesia:Aceh, Indonesia, 2004-03-02T00:00:00, 6 
163428, 2004, Indonesia:Aceh, Indonesia, 2004-01-27T00:00:00, 3 
163429, 2004, Indonesia:Aceh, Indonesia, 2004-01-27T00:00:00, 8 
163430, 2004, Indonesia:Aceh, Indonesia, 2004-01-17T00:00:00, 3 
163431, 2004, Indonesia:Aceh, Indonesia, 2004-06-17T00:00:00, 6 
163432, 2004, Indonesia:Aceh, Indonesia, 2004-06-24T00:00:00, 4 
163433, 2004, Indonesia:Aceh, Indonesia, 2004-06-23T00:00:00, 1 
163434, 2004, Indonesia:Aceh, Indonesia, 2004-06-24T00:00:00, 1 
163435, 2004, Indonesia:Aceh, Indonesia, 2004-06-23T00:00:00, 2 
163436, 2004, Indonesia:Aceh, Indonesia, 2004-07-24T00:00:00, 2 
163440, 2004, Indonesia:Aceh, Indonesia, 2004-01-17T00:00:00, 1 
163450, 2004, Indonesia:Aceh, Indonesia, 2004-01-18T00:00:00, 8 
163451, 2004, Indonesia:Aceh, Indonesia, 2004-07-07T00:00:00, 2 
163452, 2004, Indonesia:Aceh, Indonesia, 2004-07-10T00:00:00, 1 
163454, 2004, Indonesia:Aceh, Indonesia, 2004-02-07T00:00:00, 10 
163455, 2004, Indonesia:Aceh, Indonesia, 2004-02-07T00:00:00, 8 
163456, 2004, Indonesia:Aceh, Indonesia, 2004-02-09T00:00:00, 1 
163458, 2004, Indonesia:Aceh, Indonesia, 2004-02-22T00:00:00, 6 
163459, 2004, Indonesia:Aceh, Indonesia, 2004-02-24T00:00:00, 4 
163462, 2004, Christians (Indonesia) - Muslims (Indonesia), Indonesia, 2004-07-18T00:00:00, 0 
163474, 2004, Indonesia:Aceh, Indonesia, 2004-03-23T00:00:00, 2 
163463, 2004, Indonesia:Aceh, Indonesia, 2004-02-19T00:00:00, 3 
